"category","reviews_count","rating","number_of_apps","percentage"
"Store design",55,4.5,1,0.05
"Store design",58,4.5,1,0.05
"Store design",63,4.5,1,0.05
"Store design",68,4.5,1,0.05
"Store design",104,4.5,1,0.05
"Store design",105,4.5,1,0.05
"Store design",121,4.5,1,0.05
"Store design",126,4.5,1,0.05
"Store design",128,4.5,1,0.05
"Store design",137,4.5,1,0.05
"Store design",144,4.5,1,0.05
"Store design",161,4.5,1,0.05
"Store design",181,4.5,1,0.05
"Store design",185,4.5,1,0.05
"Store design",202,4.5,1,0.05
"Store design",209,4.5,1,0.05
"Store design",230,4.5,1,0.05
"Store design",242,4.5,1,0.05
"Store design",260,4.5,1,0.05
"Store design",300,4.5,1,0.05
"Store design",318,4.5,1,0.05
"Store design",378,4.5,1,0.05
"Store design",398,4.5,1,0.05
"Store design",484,4.5,1,0.05
"Store design",586,4.5,1,0.05
"Store design",672,4.5,1,0.05
"Store design",788,4.5,1,0.05
"Store design",830,4.5,1,0.05
"Store design",1151,4.5,1,0.05
"Store design",1289,4.5,1,0.05
"Store design",1345,4.5,1,0.05
"Store design",5,4.6,3,0.14
"Store design",7,4.6,2,0.10
"Store design",9,4.6,2,0.10
"Store design",11,4.6,2,0.10
"Store design",13,4.6,2,0.10
"Store design",24,4.6,2,0.10
"Store design",46,4.6,2,0.10
"Store design",136,4.6,2,0.10
"Store design",827,4.6,2,0.10
"Store design",2,4.6,1,0.05
"Store design",8,4.6,1,0.05
"Store design",12,4.6,1,0.05
"Store design",21,4.6,1,0.05
"Store design",25,4.6,1,0.05
"Store design",26,4.6,1,0.05
"Store design",27,4.6,1,0.05
"Store design",29,4.6,1,0.05
"Store design",39,4.6,1,0.05
"Store design",41,4.6,1,0.05
"Store design",54,4.6,1,0.05
"Store design",55,4.6,1,0.05
"Store design",65,4.6,1,0.05
"Store design",71,4.6,1,0.05
"Store design",76,4.6,1,0.05
"Store design",86,4.6,1,0.05
"Store design",102,4.6,1,0.05
"Store design",105,4.6,1,0.05
"Store design",123,4.6,1,0.05
"Store design",128,4.6,1,0.05
"Store design",129,4.6,1,0.05
"Store design",132,4.6,1,0.05
"Store design",147,4.6,1,0.05
"Store design",178,4.6,1,0.05
"Store design",204,4.6,1,0.05
"Store design",206,4.6,1,0.05
"Store design",208,4.6,1,0.05
"Store design",209,4.6,1,0.05
"Store design",241,4.6,1,0.05
"Store design",254,4.6,1,0.05
"Store design",290,4.6,1,0.05
"Store design",306,4.6,1,0.05
"Store design",309,4.6,1,0.05
"Store design",343,4.6,1,0.05
"Store design",456,4.6,1,0.05
"Store design",488,4.6,1,0.05
"Store design",505,4.6,1,0.05
"Store design",581,4.6,1,0.05
"Store design",625,4.6,1,0.05
"Store design",809,4.6,1,0.05
"Store design",905,4.6,1,0.05
"Store design",966,4.6,1,0.05
"Store design",1413,4.6,1,0.05
"Store design",1767,4.6,1,0.05
"Store design",2234,4.6,1,0.05
"Store design",2255,4.6,1,0.05
"Store design",3322,4.6,1,0.05
"Store design",4033,4.6,1,0.05
"Store design",24303,4.6,1,0.05
"Store design",3,4.7,3,0.14
"Store design",5,4.7,3,0.14
"Store design",7,4.7,3,0.14
"Store design",9,4.7,3,0.14
"Store design",11,4.7,3,0.14
"Store design",21,4.7,3,0.14
"Store design",4,4.7,2,0.10
"Store design",17,4.7,2,0.10
"Store design",27,4.7,2,0.10
"Store design",30,4.7,2,0.10
"Store design",33,4.7,2,0.10
"Store design",46,4.7,2,0.10
"Store design",83,4.7,2,0.10
"Store design",251,4.7,2,0.10
"Store design",6,4.7,1,0.05
"Store design",12,4.7,1,0.05
"Store design",13,4.7,1,0.05
"Store design",15,4.7,1,0.05
"Store design",16,4.7,1,0.05
"Store design",18,4.7,1,0.05
"Store design",19,4.7,1,0.05
"Store design",20,4.7,1,0.05
"Store design",24,4.7,1,0.05
"Store design",25,4.7,1,0.05
"Store design",26,4.7,1,0.05
"Store design",28,4.7,1,0.05
"Store design",29,4.7,1,0.05
"Store design",32,4.7,1,0.05
"Store design",37,4.7,1,0.05
"Store design",40,4.7,1,0.05
"Store design",42,4.7,1,0.05
"Store design",48,4.7,1,0.05
"Store design",57,4.7,1,0.05
"Store design",58,4.7,1,0.05
"Store design",59,4.7,1,0.05
"Store design",61,4.7,1,0.05
"Store design",64,4.7,1,0.05
"Store design",68,4.7,1,0.05
"Store design",69,4.7,1,0.05
"Store design",70,4.7,1,0.05
"Store design",73,4.7,1,0.05
"Store design",76,4.7,1,0.05
"Store design",84,4.7,1,0.05
"Store design",94,4.7,1,0.05
"Store design",96,4.7,1,0.05
"Store design",109,4.7,1,0.05
"Store design",113,4.7,1,0.05
"Store design",116,4.7,1,0.05
"Store design",120,4.7,1,0.05
"Store design",129,4.7,1,0.05
"Store design",139,4.7,1,0.05
"Store design",145,4.7,1,0.05
"Store design",151,4.7,1,0.05
"Store design",176,4.7,1,0.05
"Store design",185,4.7,1,0.05
"Store design",187,4.7,1,0.05
"Store design",216,4.7,1,0.05
"Store design",223,4.7,1,0.05
"Store design",233,4.7,1,0.05
"Store design",237,4.7,1,0.05
"Store design",257,4.7,1,0.05
"Store design",264,4.7,1,0.05
"Store design",267,4.7,1,0.05
"Store design",288,4.7,1,0.05
"Store design",289,4.7,1,0.05
"Store design",297,4.7,1,0.05
"Store design",300,4.7,1,0.05
"Store design",319,4.7,1,0.05
"Store design",330,4.7,1,0.05
"Store design",333,4.7,1,0.05
"Store design",335,4.7,1,0.05
"Store design",337,4.7,1,0.05
"Store design",343,4.7,1,0.05
"Store design",379,4.7,1,0.05
"Store design",390,4.7,1,0.05
"Store design",405,4.7,1,0.05
"Store design",465,4.7,1,0.05
"Store design",485,4.7,1,0.05
"Store design",596,4.7,1,0.05
"Store design",711,4.7,1,0.05
"Store design",1025,4.7,1,0.05
"Store design",1032,4.7,1,0.05
"Store design",1041,4.7,1,0.05
"Store design",1458,4.7,1,0.05
"Store design",1806,4.7,1,0.05
"Store design",1835,4.7,1,0.05
"Store design",2119,4.7,1,0.05
"Store design",2133,4.7,1,0.05
"Store design",2218,4.7,1,0.05
"Store design",3506,4.7,1,0.05
"Store design",4143,4.7,1,0.05
"Store design",5,4.8,4,0.19
"Store design",14,4.8,4,0.19
"Store design",26,4.8,4,0.19
"Store design",29,4.8,4,0.19
"Store design",28,4.8,3,0.14
"Store design",4,4.8,2,0.10
"Store design",7,4.8,2,0.10
"Store design",11,4.8,2,0.10
"Store design",12,4.8,2,0.10
"Store design",17,4.8,2,0.10
"Store design",18,4.8,2,0.10
"Store design",25,4.8,2,0.10
"Store design",34,4.8,2,0.10
"Store design",37,4.8,2,0.10
"Store design",41,4.8,2,0.10
"Store design",42,4.8,2,0.10
"Store design",54,4.8,2,0.10
"Store design",67,4.8,2,0.10
"Store design",84,4.8,2,0.10
"Store design",86,4.8,2,0.10
"Store design",89,4.8,2,0.10
"Store design",109,4.8,2,0.10
"Store design",3,4.8,1,0.05
"Store design",6,4.8,1,0.05
"Store design",8,4.8,1,0.05
"Store design",13,4.8,1,0.05
"Store design",23,4.8,1,0.05
"Store design",27,4.8,1,0.05
"Store design",32,4.8,1,0.05
"Store design",36,4.8,1,0.05
"Store design",40,4.8,1,0.05
"Store design",46,4.8,1,0.05
"Store design",47,4.8,1,0.05
"Store design",50,4.8,1,0.05
"Store design",53,4.8,1,0.05
"Store design",56,4.8,1,0.05
"Store design",58,4.8,1,0.05
"Store design",62,4.8,1,0.05
"Store design",64,4.8,1,0.05
"Store design",72,4.8,1,0.05
"Store design",77,4.8,1,0.05
"Store design",80,4.8,1,0.05
"Store design",82,4.8,1,0.05
"Store design",83,4.8,1,0.05
"Store design",90,4.8,1,0.05
"Store design",93,4.8,1,0.05
"Store design",94,4.8,1,0.05
"Store design",96,4.8,1,0.05
"Store design",97,4.8,1,0.05
"Store design",98,4.8,1,0.05
"Store design",106,4.8,1,0.05
"Store design",113,4.8,1,0.05
"Store design",115,4.8,1,0.05
"Store design",119,4.8,1,0.05
"Store design",122,4.8,1,0.05
"Store design",125,4.8,1,0.05
"Store design",133,4.8,1,0.05
"Store design",140,4.8,1,0.05
"Store design",159,4.8,1,0.05
"Store design",162,4.8,1,0.05
"Store design",163,4.8,1,0.05
"Store design",169,4.8,1,0.05
"Store design",178,4.8,1,0.05
"Store design",183,4.8,1,0.05
"Store design",190,4.8,1,0.05
"Store design",196,4.8,1,0.05
"Store design",198,4.8,1,0.05
"Store design",205,4.8,1,0.05
"Store design",214,4.8,1,0.05
"Store design",219,4.8,1,0.05
"Store design",231,4.8,1,0.05
"Store design",235,4.8,1,0.05
"Store design",256,4.8,1,0.05
"Store design",270,4.8,1,0.05
"Store design",274,4.8,1,0.05
"Store design",289,4.8,1,0.05
"Store design",306,4.8,1,0.05
"Store design",309,4.8,1,0.05
"Store design",311,4.8,1,0.05
"Store design",322,4.8,1,0.05
"Store design",333,4.8,1,0.05
"Store design",346,4.8,1,0.05
"Store design",354,4.8,1,0.05
"Store design",359,4.8,1,0.05
"Store design",373,4.8,1,0.05
"Store design",376,4.8,1,0.05
"Store design",393,4.8,1,0.05
"Store design",395,4.8,1,0.05
"Store design",397,4.8,1,0.05
"Store design",402,4.8,1,0.05
"Store design",430,4.8,1,0.05
"Store design",434,4.8,1,0.05
"Store design",440,4.8,1,0.05
"Store design",442,4.8,1,0.05
"Store design",449,4.8,1,0.05
"Store design",473,4.8,1,0.05
"Store design",583,4.8,1,0.05
"Store design",592,4.8,1,0.05
"Store design",637,4.8,1,0.05
"Store design",664,4.8,1,0.05
"Store design",711,4.8,1,0.05
"Store design",739,4.8,1,0.05
"Store design",894,4.8,1,0.05
"Store design",1001,4.8,1,0.05
"Store design",1098,4.8,1,0.05
"Store design",1125,4.8,1,0.05
"Store design",1137,4.8,1,0.05
"Store design",1251,4.8,1,0.05
"Store design",1400,4.8,1,0.05
"Store design",1525,4.8,1,0.05
"Store design",1651,4.8,1,0.05
"Store design",2130,4.8,1,0.05
"Store design",4460,4.8,1,0.05
"Store design",5339,4.8,1,0.05
"Store design",6345,4.8,1,0.05
"Store design",6706,4.8,1,0.05
"Store design",7180,4.8,1,0.05
"Store design",8,4.9,7,0.34
"Store design",12,4.9,4,0.19
"Store design",14,4.9,4,0.19
"Store design",27,4.9,4,0.19
"Store design",40,4.9,4,0.19
"Store design",11,4.9,3,0.14
"Store design",41,4.9,3,0.14
"Store design",72,4.9,3,0.14
"Store design",6,4.9,2,0.10
"Store design",7,4.9,2,0.10
"Store design",15,4.9,2,0.10
"Store design",16,4.9,2,0.10
"Store design",17,4.9,2,0.10
"Store design",20,4.9,2,0.10
"Store design",22,4.9,2,0.10
"Store design",25,4.9,2,0.10
"Store design",33,4.9,2,0.10
"Store design",35,4.9,2,0.10
"Store design",39,4.9,2,0.10
"Store design",42,4.9,2,0.10
"Store design",45,4.9,2,0.10
"Store design",50,4.9,2,0.10
"Store design",56,4.9,2,0.10
"Store design",61,4.9,2,0.10
"Store design",73,4.9,2,0.10
"Store design",80,4.9,2,0.10
"Store design",99,4.9,2,0.10
"Store design",102,4.9,2,0.10
"Store design",107,4.9,2,0.10
"Store design",120,4.9,2,0.10
"Store design",130,4.9,2,0.10
"Store design",332,4.9,2,0.10
"Store design",340,4.9,2,0.10
"Store design",2,4.9,1,0.05
"Store design",4,4.9,1,0.05
"Store design",9,4.9,1,0.05
"Store design",10,4.9,1,0.05
"Store design",13,4.9,1,0.05
"Store design",18,4.9,1,0.05
"Store design",19,4.9,1,0.05
"Store design",21,4.9,1,0.05
"Store design",23,4.9,1,0.05
"Store design",26,4.9,1,0.05
"Store design",28,4.9,1,0.05
"Store design",34,4.9,1,0.05
"Store design",38,4.9,1,0.05
"Store design",43,4.9,1,0.05
"Store design",47,4.9,1,0.05
"Store design",48,4.9,1,0.05
"Store design",53,4.9,1,0.05
"Store design",57,4.9,1,0.05
"Store design",58,4.9,1,0.05
"Store design",59,4.9,1,0.05
"Store design",64,4.9,1,0.05
"Store design",66,4.9,1,0.05
"Store design",67,4.9,1,0.05
"Store design",68,4.9,1,0.05
"Store design",71,4.9,1,0.05
"Store design",79,4.9,1,0.05
"Store design",81,4.9,1,0.05
"Store design",82,4.9,1,0.05
"Store design",85,4.9,1,0.05
"Store design",86,4.9,1,0.05
"Store design",89,4.9,1,0.05
"Store design",91,4.9,1,0.05
"Store design",94,4.9,1,0.05
"Store design",96,4.9,1,0.05
"Store design",100,4.9,1,0.05
"Store design",101,4.9,1,0.05
"Store design",106,4.9,1,0.05
"Store design",111,4.9,1,0.05
"Store design",114,4.9,1,0.05
"Store design",123,4.9,1,0.05
"Store design",127,4.9,1,0.05
"Store design",129,4.9,1,0.05
"Store design",132,4.9,1,0.05
"Store design",137,4.9,1,0.05
"Store design",138,4.9,1,0.05
"Store design",141,4.9,1,0.05
"Store design",150,4.9,1,0.05
"Store design",154,4.9,1,0.05
"Store design",155,4.9,1,0.05
"Store design",157,4.9,1,0.05
"Store design",159,4.9,1,0.05
"Store design",160,4.9,1,0.05
"Store design",176,4.9,1,0.05
"Store design",180,4.9,1,0.05
"Store design",185,4.9,1,0.05
"Store design",187,4.9,1,0.05
"Store design",188,4.9,1,0.05
"Store design",192,4.9,1,0.05
"Store design",202,4.9,1,0.05
"Store design",209,4.9,1,0.05
"Store design",215,4.9,1,0.05
"Store design",222,4.9,1,0.05
"Store design",224,4.9,1,0.05
"Store design",225,4.9,1,0.05
"Store design",232,4.9,1,0.05
"Store design",234,4.9,1,0.05
"Store design",245,4.9,1,0.05
"Store design",252,4.9,1,0.05
"Store design",257,4.9,1,0.05
"Store design",259,4.9,1,0.05
"Store design",261,4.9,1,0.05
"Store design",262,4.9,1,0.05
"Store design",287,4.9,1,0.05
"Store design",293,4.9,1,0.05
"Store design",303,4.9,1,0.05
"Store design",369,4.9,1,0.05
"Store design",378,4.9,1,0.05
"Store design",390,4.9,1,0.05
"Store design",451,4.9,1,0.05
"Store design",453,4.9,1,0.05
"Store design",502,4.9,1,0.05
"Store design",503,4.9,1,0.05
"Store design",510,4.9,1,0.05
"Store design",593,4.9,1,0.05
"Store design",609,4.9,1,0.05
"Store design",626,4.9,1,0.05
"Store design",663,4.9,1,0.05
"Store design",685,4.9,1,0.05
"Store design",717,4.9,1,0.05
"Store design",722,4.9,1,0.05
"Store design",732,4.9,1,0.05
"Store design",829,4.9,1,0.05
"Store design",959,4.9,1,0.05
"Store design",1088,4.9,1,0.05
"Store design",1104,4.9,1,0.05
"Store design",1204,4.9,1,0.05
"Store design",1236,4.9,1,0.05
"Store design",1535,4.9,1,0.05
"Store design",2582,4.9,1,0.05
"Store design",2672,4.9,1,0.05
"Store design",3032,4.9,1,0.05
"Store design",3299,4.9,1,0.05
"Store design",3867,4.9,1,0.05
"Store design",4787,4.9,1,0.05
"Store design",5327,4.9,1,0.05
"Store design",9618,4.9,1,0.05
"Store design",1,5,164,7.86
"Store design",2,5,84,4.02
"Store design",3,5,61,2.92
"Store design",4,5,32,1.53
"Store design",6,5,27,1.29
"Store design",5,5,23,1.10
"Store design",7,5,16,0.77
"Store design",10,5,16,0.77
"Store design",9,5,14,0.67
"Store design",8,5,13,0.62
"Store design",11,5,9,0.43
"Store design",13,5,9,0.43
"Store design",12,5,5,0.24
"Store design",14,5,5,0.24
"Store design",15,5,5,0.24
"Store design",16,5,5,0.24
"Store design",17,5,5,0.24
"Store design",23,5,5,0.24
"Store design",26,5,4,0.19
"Store design",18,5,3,0.14
"Store design",20,5,3,0.14
"Store design",25,5,3,0.14
"Store design",28,5,3,0.14
"Store design",30,5,3,0.14
"Store design",33,5,3,0.14
"Store design",34,5,3,0.14
"Store design",45,5,3,0.14
"Store design",24,5,2,0.10
"Store design",27,5,2,0.10
"Store design",32,5,2,0.10
"Store design",35,5,2,0.10
"Store design",40,5,2,0.10
"Store design",44,5,2,0.10
"Store design",46,5,2,0.10
"Store design",54,5,2,0.10
"Store design",56,5,2,0.10
"Store design",70,5,2,0.10
"Store design",73,5,2,0.10
"Store design",125,5,2,0.10
"Store design",147,5,2,0.10
"Store design",19,5,1,0.05
"Store design",22,5,1,0.05
"Store design",29,5,1,0.05
"Store design",38,5,1,0.05
"Store design",39,5,1,0.05
"Store design",41,5,1,0.05
"Store design",43,5,1,0.05
"Store design",47,5,1,0.05
"Store design",48,5,1,0.05
"Store design",49,5,1,0.05
"Store design",50,5,1,0.05
"Store design",52,5,1,0.05
"Store design",58,5,1,0.05
"Store design",60,5,1,0.05
"Store design",61,5,1,0.05
"Store design",62,5,1,0.05
"Store design",65,5,1,0.05
"Store design",67,5,1,0.05
"Store design",68,5,1,0.05
"Store design",71,5,1,0.05
"Store design",76,5,1,0.05
"Store design",90,5,1,0.05
"Store design",94,5,1,0.05
"Store design",99,5,1,0.05
"Store design",102,5,1,0.05
"Store design",113,5,1,0.05
"Store design",117,5,1,0.05
"Store design",148,5,1,0.05
"Store design",156,5,1,0.05
"Store design",159,5,1,0.05
"Store design",161,5,1,0.05
"Store design",172,5,1,0.05
"Store design",183,5,1,0.05
"Store design",188,5,1,0.05
"Store design",197,5,1,0.05
"Store design",201,5,1,0.05
"Store design",210,5,1,0.05
"Store design",219,5,1,0.05
"Store design",239,5,1,0.05
"Store design",252,5,1,0.05
"Store design",262,5,1,0.05
"Store design",302,5,1,0.05
"Store design",317,5,1,0.05
"Store design",431,5,1,0.05
"Store design",442,5,1,0.05
"Store design",448,5,1,0.05
"Store design",507,5,1,0.05
"Store design",515,5,1,0.05
"Store design",690,5,1,0.05
"Store design",2576,5,1,0.05
"Trust and security",0,0,39,27.08
"Trust and security",1,1,1,0.69
"Trust and security",5,2.1,1,0.69
"Trust and security",4,3.4,1,0.69
"Trust and security",8,3.4,1,0.69
"Trust and security",4,3.5,1,0.69
"Trust and security",9,3.5,1,0.69
"Trust and security",11,3.5,1,0.69
"Trust and security",30,3.5,1,0.69
"Trust and security",158,3.5,1,0.69
"Trust and security",11,3.6,1,0.69
"Trust and security",88,3.7,1,0.69
"Trust and security",11,3.8,1,0.69
"Trust and security",2,4,1,0.69
"Trust and security",4,4,1,0.69
"Trust and security",5,4,1,0.69
"Trust and security",10,4,1,0.69
"Trust and security",23,4,1,0.69
"Trust and security",25,4,1,0.69
"Trust and security",80,4,1,0.69
"Trust and security",4,4.1,1,0.69
"Trust and security",11,4.1,1,0.69
"Trust and security",14,4.1,1,0.69
"Trust and security",7,4.2,1,0.69
"Trust and security",15,4.2,1,0.69
"Trust and security",34,4.2,1,0.69
"Trust and security",54,4.2,1,0.69
"Trust and security",7,4.3,1,0.69
"Trust and security",19,4.3,1,0.69
"Trust and security",3279,4.3,1,0.69
"Trust and security",624,4.4,1,0.69
"Trust and security",6,4.5,1,0.69
"Trust and security",11,4.5,1,0.69
"Trust and security",17,4.5,1,0.69
"Trust and security",24,4.5,1,0.69
"Trust and security",305,4.6,2,1.39
"Trust and security",9,4.6,1,0.69
"Trust and security",12,4.6,1,0.69
"Trust and security",26,4.6,1,0.69
"Trust and security",31,4.6,1,0.69
"Trust and security",52,4.6,1,0.69
"Trust and security",827,4.6,1,0.69
"Trust and security",6,4.7,1,0.69
"Trust and security",64,4.7,1,0.69
"Trust and security",418,4.7,1,0.69
"Trust and security",6,4.8,1,0.69
"Trust and security",27,4.8,1,0.69
"Trust and security",56,4.8,1,0.69
"Trust and security",64,4.8,1,0.69
"Trust and security",120,4.8,1,0.69
"Trust and security",162,4.8,1,0.69
"Trust and security",235,4.8,1,0.69
"Trust and security",39,4.9,1,0.69
"Trust and security",47,4.9,1,0.69
"Trust and security",61,4.9,1,0.69
"Trust and security",90,4.9,1,0.69
"Trust and security",99,4.9,1,0.69
"Trust and security",102,4.9,1,0.69
"Trust and security",146,4.9,1,0.69
"Trust and security",157,4.9,1,0.69
"Trust and security",215,4.9,1,0.69
"Trust and security",757,4.9,1,0.69
"Trust and security",1,5,15,10.42
"Trust and security",3,5,5,3.47
"Trust and security",4,5,4,2.78
"Trust and security",2,5,2,1.39
"Trust and security",6,5,2,1.39
"Trust and security",11,5,2,1.39
"Trust and security",73,5,2,1.39
"Trust and security",5,5,1,0.69
"Trust and security",8,5,1,0.69
"Trust and security",9,5,1,0.69
"Trust and security",10,5,1,0.69
"Trust and security",17,5,1,0.69
"Trust and security",19,5,1,0.69
"Trust and security",24,5,1,0.69
"Trust and security",38,5,1,0.69
"Trust and security",57,5,1,0.69
"Trust and security",448,5,1,0.69
"Trust and security",690,5,1,0.69
